turbine_id,overall_score,priority,component_scores,turbine_details,recommendations,remaining_fit_years,fit_expiry_date,repowering_window,latitude,longitude,postcode,window_priority
258488,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.418206707734429, 'capacity_mw': 0.005, 'location': 'Wyre - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.579055441478439,2032-03-19 01:00:00,OPTIMAL,53.76229539438321,-2.6967174757113606,PR3 ,1.0
260522,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.319644079397673, 'capacity_mw': 0.01, 'location': 'Herefordshire- County of - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.677618069815195,2032-04-24 00:00:00,OPTIMAL,54.47832142098698,-3.4704666441896275,HR1 ,1.0
262143,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.229295003422314, 'capacity_mw': 0.02, 'location': 'Allerdale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.767967145790554,2032-05-27 00:00:00,OPTIMAL,54.93437120675796,-2.9010365976422885,CA7 ,1.0
262486,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.22655715263518, 'capacity_mw': 0.02, 'location': 'West Lancashire - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.770704996577686,2032-05-28 00:00:00,OPTIMAL,54.45761230300864,-3.5196070897487512,L40 ,1.0
263553,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.22655715263518, 'capacity_mw': 0.015, 'location': 'Carlisle - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.770704996577686,2032-05-28 00:00:00,OPTIMAL,54.91417648670437,-2.9402435450991335,CA5 ,1.0
263605,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.596167008898014, 'capacity_mw': 0.02, 'location': 'Allerdale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.401095140314853,2032-01-14 00:00:00,OPTIMAL,54.858688348145975,-2.962638017168837,CA7 ,1.0
263833,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.4072553045859, 'capacity_mw': 0.01, 'location': 'County Durham - North East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.590006844626968,2032-03-23 01:00:00,OPTIMAL,54.56441623823818,-1.5420682422306404,DL14,1.0
263872,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.401779603011637, 'capacity_mw': 0.01, 'location': 'County Durham - North East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.595482546201232,2032-03-25 00:00:00,OPTIMAL,54.57432874218158,-1.537188551223737,DL12,1.0
264554,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.464750171115675, 'capacity_mw': 0.011, 'location': 'West Lindsey - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.532511978097194,2032-03-02 00:00:00,OPTIMAL,53.500093212150034,-1.1638149267388238,DN21,1.0
264608,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.418206707734429, 'capacity_mw': 0.011, 'location': 'Carlisle - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.579055441478439,2032-03-19 01:00:00,OPTIMAL,54.88226153843501,-2.8950605429982716,CA5 ,1.0
266059,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.399041752224504, 'capacity_mw': 0.02, 'location': 'Allerdale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.598220396988364,2032-03-26 00:00:00,OPTIMAL,54.88629989845772,-2.9821634458433977,CA7 ,1.0
266706,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.390828199863108, 'capacity_mw': 0.015, 'location': 'Copeland - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.606433949349761,2032-03-29 00:00:00,OPTIMAL,54.018128948301495,-2.7848526915450758,LA19,1.0
267408,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.44558521560575, 'capacity_mw': 0.006, 'location': 'County Durham - North East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.551676933607118,2032-03-09 00:00:00,OPTIMAL,54.724517663746155,-1.522195697435281,DH7 ,1.0
268245,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.234770704996578, 'capacity_mw': 0.015, 'location': 'Ribble Valley - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.76249144421629,2032-05-25 00:00:00,OPTIMAL,53.84092228283634,-1.736839641337424,BD23,1.0
269125,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.399041752224504, 'capacity_mw': 0.011, 'location': 'High Peak - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.598220396988364,2032-03-26 00:00:00,OPTIMAL,53.420078386290506,-1.4734918942299267,SK23,1.0
273597,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.396303901437372, 'capacity_mw': 0.02, 'location': 'Allerdale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.6009582477754964,2032-03-27 00:00:00,OPTIMAL,54.94073840623509,-2.9214896350640953,CA7 ,1.0
275652,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.952772073921972, 'capacity_mw': 0.011, 'location': 'Lancaster - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.044490075290897,2032-09-05 00:00:00,OPTIMAL,54.072763055136555,-2.7734494770153857,LA2 ,1.0
277053,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.541409993155373, 'capacity_mw': 0.02, 'location': 'Bassetlaw - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.455852156057495,2032-02-03 00:00:00,OPTIMAL,53.55105930960846,-1.1213240742356747,DN22,1.0
278489,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.357973990417522, 'capacity_mw': 0.011, 'location': 'County Durham - North East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.639288158795345,2032-04-10 00:00:00,OPTIMAL,54.49422945393501,-1.5527680968779451,DL15,1.0
280284,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.089664613278575, 'capacity_mw': 0.005, 'location': 'East Hertfordshire - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.907597535934292,2032-07-17 00:00:00,OPTIMAL,53.345808158719066,-1.4686896927845814,SG11,1.0
280787,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.39356605065024, 'capacity_mw': 0.0055, 'location': 'Unknown - Unknown - Unknown', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.6036960985626285,2032-03-28 00:00:00,OPTIMAL,54.5,-3.5,,1.0
284557,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.837782340862423, 'capacity_mw': 0.011, 'location': 'Chorley - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.1594798083504445,2032-10-17 00:00:00,OPTIMAL,53.738007096821406,-2.680535112933576,PR7 ,1.0
285072,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.813141683778234, 'capacity_mw': 0.0024, 'location': 'Wyre - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.184120465434634,2032-10-26 00:00:00,OPTIMAL,53.78744712210358,-2.669050924788366,PR3 ,1.0
289374,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.229295003422314, 'capacity_mw': 0.02, 'location': 'South Lakeland - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.767967145790554,2032-05-27 00:00:00,OPTIMAL,54.01308820660168,-2.8020719818155464,LA6 ,1.0
289572,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.218343600273785, 'capacity_mw': 0.011, 'location': 'Allerdale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.778918548939083,2032-05-31 00:00:00,OPTIMAL,54.929857837011,-2.937363235413365,CA7 ,1.0
290131,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.761122518822724, 'capacity_mw': 0.022, 'location': 'West Lindsey - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.236139630390143,2032-11-14 00:00:00,OPTIMAL,53.52892859185438,-1.0929076394183435,DN21,1.0
293235,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.47296372347707, 'capacity_mw': 0.005, 'location': 'Carlisle - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.524298425735798,2032-02-28 00:00:00,OPTIMAL,54.91255144887803,-2.9376746467977193,CA8 ,1.0
293993,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.065023956194388, 'capacity_mw': 0.011, 'location': 'Lancaster - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.93223819301848,2032-07-26 00:00:00,OPTIMAL,54.086879972208756,-2.83529231795138,LA6 ,1.0
294049,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.065023956194388, 'capacity_mw': 0.02, 'location': 'Allerdale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.93223819301848,2032-07-26 00:00:00,OPTIMAL,54.93451458780976,-2.963109466544749,CA15,1.0
294055,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.160848733744011, 'capacity_mw': 0.015, 'location': 'Copeland - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.836413415468857,2032-06-21 00:00:00,OPTIMAL,54.09653380102997,-2.8488006721722754,LA19,1.0
294310,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.974674880219029, 'capacity_mw': 0.005, 'location': 'Unknown - Unknown - Unknown', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.02258726899384,2032-08-28 00:00:00,OPTIMAL,54.5,-3.5,,1.0
294499,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.793976728268309, 'capacity_mw': 0.01, 'location': 'Oldham - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.2032854209445585,2032-11-02 01:00:00,OPTIMAL,53.513891948882815,-2.1575551026112114,OL4 ,1.0
294635,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.720054757015742, 'capacity_mw': 0.005, 'location': 'West Lindsey - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.277207392197125,2032-11-29 00:00:00,OPTIMAL,53.49047944183487,-1.1013813457205501,DN21,1.0
294682,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.71731690622861, 'capacity_mw': 0.011, 'location': 'Staffordshire Moorlands - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.279945242984257,2032-11-30 00:00:00,OPTIMAL,53.01990880722429,-2.2285709472512245,ST10,1.0
296586,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.950034223134839, 'capacity_mw': 0.005, 'location': 'Barrow-in-Furness - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.047227926078029,2032-09-06 00:00:00,OPTIMAL,54.09601090862943,-2.8291447715001667,LA15,1.0
296609,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.196440793976729, 'capacity_mw': 0.005, 'location': 'Copeland - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.80082135523614,2032-06-08 00:00:00,OPTIMAL,54.86313270871512,-2.97436826203449,CA22,1.0
297747,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.043121149897331, 'capacity_mw': 0.005, 'location': 'Barrow-in-Furness - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.954140999315538,2032-08-03 00:00:00,OPTIMAL,54.08510574680283,-2.8476726550546334,LA15,1.0
298040,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.182751540041068, 'capacity_mw': 0.011, 'location': 'Eden - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.8145106091718,2032-06-13 00:00:00,OPTIMAL,54.87703412411239,-2.903564360312381,CA10,1.0
298499,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.160848733744011, 'capacity_mw': 0.005, 'location': 'East Lindsey - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.836413415468857,2032-06-21 00:00:00,OPTIMAL,53.26290820480401,-0.5774756810053259,LN11,1.0
299057,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.889801505817934, 'capacity_mw': 0.005, 'location': 'Uttlesford - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.107460643394935,2032-09-28 00:00:00,OPTIMAL,53.37180613375344,-1.4509792797952628,SG8 ,1.0
299154,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.944558521560575, 'capacity_mw': 0.015, 'location': 'Allerdale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.052703627652293,2032-09-08 00:00:00,OPTIMAL,54.8522258664723,-2.9114474128045176,CA7 ,1.0
299155,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.944558521560575, 'capacity_mw': 0.006, 'location': 'Carlisle - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.052703627652293,2032-09-08 00:00:00,OPTIMAL,54.91908290343205,-2.9295229045220244,CA4 ,1.0
299512,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.88432580424367, 'capacity_mw': 0.011, 'location': 'Stockton-on-Tees - North East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.112936344969199,2032-09-30 00:00:00,OPTIMAL,54.54555907918143,-1.2802350309710504,TS21,1.0
299725,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.876112251882272, 'capacity_mw': 0.005, 'location': 'North East Derbyshire - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.121149897330596,2032-10-03 00:00:00,OPTIMAL,53.378060284817295,-1.438390246557952,S45 ,1.0
300410,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.903490759753593, 'capacity_mw': 0.02, 'location': 'Blackburn with Darwen - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.093771389459275,2032-09-23 00:00:00,OPTIMAL,53.54435469441164,-2.4197838848759687,BL7 ,1.0
300879,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.862422997946611, 'capacity_mw': 0.0121, 'location': 'Eden - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.134839151266256,2032-10-08 00:00:00,OPTIMAL,54.862065091660526,-2.958402871219463,CA4 ,1.0
300907,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.85968514715948, 'capacity_mw': 0.005, 'location': 'Blackburn with Darwen - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.137577002053388,2032-10-09 00:00:00,OPTIMAL,53.59361665146985,-2.413530505652952,BL7 ,1.0
300914,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.873374401095141, 'capacity_mw': 0.0025, 'location': 'South Lakeland - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.123887748117728,2032-10-04 00:00:00,OPTIMAL,54.09208494899751,-2.814697751506701,LA6 ,1.0
302349,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.431895961670088, 'capacity_mw': 0.005, 'location': 'County Durham - North East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.565366187542779,2032-03-14 01:00:00,OPTIMAL,54.485841125255796,-1.5156912059107615,DL13,1.0
302951,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.91170431211499, 'capacity_mw': 0.011, 'location': 'Eden - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.085557837097878,2032-09-20 00:00:00,OPTIMAL,54.92556016837369,-2.950129497245901,CA4 ,1.0
304924,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.892539356605065, 'capacity_mw': 0.01, 'location': 'Middlesbrough - North East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.104722792607803,2032-09-27 00:00:00,OPTIMAL,54.595651461826655,-1.2603716778715142,TS8 ,1.0
305376,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.895277207392198, 'capacity_mw': 0.006, 'location': 'Wigan - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.101984941820671,2032-09-26 00:00:00,OPTIMAL,53.52648159201609,-2.631195188344184,WN2 ,1.0
305381,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.8870636550308, 'capacity_mw': 0.01, 'location': 'Cheshire East - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.110198494182067,2032-09-29 00:00:00,OPTIMAL,53.38226692961043,-1.511326182302517,SK11,1.0
305619,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.873374401095141, 'capacity_mw': 0.0025, 'location': 'South Lakeland - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.123887748117728,2032-10-04 00:00:00,OPTIMAL,54.02825773813995,-2.812656504222979,LA6 ,1.0
306187,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.4072553045859, 'capacity_mw': 0.0014, 'location': 'Carlisle - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.590006844626968,2032-03-23 01:00:00,OPTIMAL,54.91967589174808,-2.985818609156234,CA8 ,1.0
306584,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.396303901437372, 'capacity_mw': 0.011, 'location': 'Rochdale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.6009582477754964,2032-03-27 00:00:00,OPTIMAL,53.52532709864612,-2.100565069246368,OL12,1.0
307340,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.388090349075975, 'capacity_mw': 0.022, 'location': 'Blackburn with Darwen - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.609171800136893,2032-03-30 00:00:00,OPTIMAL,53.58212563246988,-2.441109536270671,BL7 ,1.0
308233,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.818617385352498, 'capacity_mw': 0.011, 'location': 'Stafford - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.17864476386037,2032-10-24 00:00:00,OPTIMAL,53.02560432619285,-2.2246080546641194,ST18,1.0
308591,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.856947296372347, 'capacity_mw': 0.005, 'location': 'Lancaster - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.14031485284052,2032-10-10 00:00:00,OPTIMAL,54.07191646329316,-2.779079602210936,LA2 ,1.0
308726,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.39356605065024, 'capacity_mw': 0.0055, 'location': 'Unknown - Unknown - Unknown', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.6036960985626285,2032-03-28 00:00:00,OPTIMAL,54.5,-3.5,,1.0
308727,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 13.39356605065024, 'capacity_mw': 0.0055, 'location': 'Unknown - Unknown - Unknown', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.6036960985626285,2032-03-28 00:00:00,OPTIMAL,54.5,-3.5,,1.0
308733,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.840520191649555, 'capacity_mw': 0.006, 'location': 'Bolton - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.156741957563312,2032-10-16 00:00:00,OPTIMAL,53.61547822177921,-2.3831295923954308,BL1 ,1.0
309318,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.761122518822724, 'capacity_mw': 0.005, 'location': 'Carlisle - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.236139630390143,2032-11-14 00:00:00,OPTIMAL,54.89500635577064,-2.892036849640736,CA8 ,1.0
309423,0.584,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 12.747433264887064, 'capacity_mw': 0.005, 'location': 'Eden - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],7.2498288843258045,2032-11-19 00:00:00,OPTIMAL,54.92599388437802,-2.908927177219517,CA4 ,1.0
